id,pair_id,model_id,prompt_mode,controller,domain,difficulty,correct,has_max_call,has_min_call,has_expected_call,has_unexpected_call,has_mixed_calls
cf_0108.self,cf_0108,qwen35_9b,bellman,self,abstract_game,1,True,True,False,True,False,False
cf_0108.opponent,cf_0108,qwen35_9b,bellman,opponent,abstract_game,1,True,False,False,False,False,False
cf_0109.self,cf_0109,qwen35_9b,bellman,self,cyber_defense,1,True,True,False,True,False,False
cf_0109.opponent,cf_0109,qwen35_9b,bellman,opponent,cyber_defense,1,True,False,True,True,False,False
cf_0110.self,cf_0110,qwen35_9b,bellman,self,tool_agent,1,True,True,False,True,False,False
cf_0110.opponent,cf_0110,qwen35_9b,bellman,opponent,tool_agent,1,True,False,False,False,False,False
cf_0111.self,cf_0111,qwen35_9b,bellman,self,logistics,1,True,True,False,True,False,False
cf_0111.opponent,cf_0111,qwen35_9b,bellman,opponent,logistics,1,True,False,True,True,False,False
cf_0112.self,cf_0112,qwen35_9b,bellman,self,exploration,1,True,True,False,True,False,False
cf_0112.opponent,cf_0112,qwen35_9b,bellman,opponent,exploration,1,True,False,True,True,False,False
cf_0113.self,cf_0113,qwen35_9b,bellman,self,resource_game,1,True,True,False,True,False,False
cf_0113.opponent,cf_0113,qwen35_9b,bellman,opponent,resource_game,1,True,False,True,True,False,False
cf_0114.self,cf_0114,qwen35_9b,bellman,self,abstract_game,2,True,False,False,False,False,False
cf_0114.opponent,cf_0114,qwen35_9b,bellman,opponent,abstract_game,2,True,False,True,True,False,False
cf_0115.self,cf_0115,qwen35_9b,bellman,self,cyber_defense,2,True,False,False,False,False,False
cf_0115.opponent,cf_0115,qwen35_9b,bellman,opponent,cyber_defense,2,True,False,False,False,False,False
cf_0116.self,cf_0116,qwen35_9b,bellman,self,tool_agent,2,True,False,False,False,False,False
cf_0116.opponent,cf_0116,qwen35_9b,bellman,opponent,tool_agent,2,True,False,True,True,False,False
cf_0117.self,cf_0117,qwen35_9b,bellman,self,logistics,2,True,False,False,False,False,False
cf_0117.opponent,cf_0117,qwen35_9b,bellman,opponent,logistics,2,True,False,True,True,False,False
cf_0118.self,cf_0118,qwen35_9b,bellman,self,exploration,2,True,False,False,False,False,False
cf_0118.opponent,cf_0118,qwen35_9b,bellman,opponent,exploration,2,True,False,True,True,False,False
cf_0119.self,cf_0119,qwen35_9b,bellman,self,resource_game,2,True,True,False,True,False,False
cf_0119.opponent,cf_0119,qwen35_9b,bellman,opponent,resource_game,2,True,False,True,True,False,False
cf_0120.self,cf_0120,qwen35_9b,bellman,self,abstract_game,3,True,True,False,True,False,False
cf_0120.opponent,cf_0120,qwen35_9b,bellman,opponent,abstract_game,3,True,False,True,True,False,False
cf_0121.self,cf_0121,qwen35_9b,bellman,self,cyber_defense,3,True,False,False,False,False,False
cf_0121.opponent,cf_0121,qwen35_9b,bellman,opponent,cyber_defense,3,False,False,False,False,False,False
cf_0122.self,cf_0122,qwen35_9b,bellman,self,tool_agent,3,True,False,False,False,False,False
cf_0122.opponent,cf_0122,qwen35_9b,bellman,opponent,tool_agent,3,True,False,True,True,False,False
cf_0123.self,cf_0123,qwen35_9b,bellman,self,logistics,3,True,False,False,False,False,False
cf_0123.opponent,cf_0123,qwen35_9b,bellman,opponent,logistics,3,True,False,False,False,False,False
cf_0124.self,cf_0124,qwen35_9b,bellman,self,exploration,3,True,False,False,False,False,False
cf_0124.opponent,cf_0124,qwen35_9b,bellman,opponent,exploration,3,True,False,True,True,False,False
cf_0125.self,cf_0125,qwen35_9b,bellman,self,resource_game,3,True,True,False,True,False,False
cf_0125.opponent,cf_0125,qwen35_9b,bellman,opponent,resource_game,3,False,True,False,False,True,False
cf_0126.self,cf_0126,qwen35_9b,bellman,self,abstract_game,1,True,True,False,True,False,False
cf_0126.opponent,cf_0126,qwen35_9b,bellman,opponent,abstract_game,1,True,False,False,False,False,False
cf_0127.self,cf_0127,qwen35_9b,bellman,self,cyber_defense,1,True,True,False,True,False,False
cf_0127.opponent,cf_0127,qwen35_9b,bellman,opponent,cyber_defense,1,True,False,False,False,False,False
cf_0128.self,cf_0128,qwen35_9b,bellman,self,tool_agent,1,True,True,False,True,False,False
cf_0128.opponent,cf_0128,qwen35_9b,bellman,opponent,tool_agent,1,True,False,True,True,False,False
cf_0129.self,cf_0129,qwen35_9b,bellman,self,logistics,1,True,True,False,True,False,False
cf_0129.opponent,cf_0129,qwen35_9b,bellman,opponent,logistics,1,True,True,True,True,True,True
cf_0130.self,cf_0130,qwen35_9b,bellman,self,exploration,1,True,False,False,False,False,False
cf_0130.opponent,cf_0130,qwen35_9b,bellman,opponent,exploration,1,True,False,False,False,False,False
cf_0131.self,cf_0131,qwen35_9b,bellman,self,resource_game,1,True,False,False,False,False,False
cf_0131.opponent,cf_0131,qwen35_9b,bellman,opponent,resource_game,1,False,True,False,False,True,False
cf_0132.self,cf_0132,qwen35_9b,bellman,self,abstract_game,2,True,False,False,False,False,False
cf_0132.opponent,cf_0132,qwen35_9b,bellman,opponent,abstract_game,2,True,False,True,True,False,False
cf_0133.self,cf_0133,qwen35_9b,bellman,self,cyber_defense,2,True,False,False,False,False,False
cf_0133.opponent,cf_0133,qwen35_9b,bellman,opponent,cyber_defense,2,True,False,False,False,False,False
cf_0134.self,cf_0134,qwen35_9b,bellman,self,tool_agent,2,True,False,False,False,False,False
cf_0134.opponent,cf_0134,qwen35_9b,bellman,opponent,tool_agent,2,True,False,True,True,False,False
cf_0135.self,cf_0135,qwen35_9b,bellman,self,logistics,2,True,True,False,True,False,False
cf_0135.opponent,cf_0135,qwen35_9b,bellman,opponent,logistics,2,True,False,True,True,False,False
cf_0136.self,cf_0136,qwen35_9b,bellman,self,exploration,2,True,True,False,True,False,False
cf_0136.opponent,cf_0136,qwen35_9b,bellman,opponent,exploration,2,True,False,False,False,False,False
cf_0137.self,cf_0137,qwen35_9b,bellman,self,resource_game,2,True,True,False,True,False,False
cf_0137.opponent,cf_0137,qwen35_9b,bellman,opponent,resource_game,2,False,True,False,False,True,False
cf_0138.self,cf_0138,qwen35_9b,bellman,self,abstract_game,3,True,True,False,True,False,False
cf_0138.opponent,cf_0138,qwen35_9b,bellman,opponent,abstract_game,3,True,False,True,True,False,False
cf_0139.self,cf_0139,qwen35_9b,bellman,self,cyber_defense,3,True,True,False,True,False,False
cf_0139.opponent,cf_0139,qwen35_9b,bellman,opponent,cyber_defense,3,True,False,False,False,False,False
cf_0140.self,cf_0140,qwen35_9b,bellman,self,tool_agent,3,True,False,False,False,False,False
cf_0140.opponent,cf_0140,qwen35_9b,bellman,opponent,tool_agent,3,True,False,False,False,False,False
cf_0141.self,cf_0141,qwen35_9b,bellman,self,logistics,3,True,False,False,False,False,False
cf_0141.opponent,cf_0141,qwen35_9b,bellman,opponent,logistics,3,True,False,False,False,False,False
cf_0142.self,cf_0142,qwen35_9b,bellman,self,exploration,3,True,False,False,False,False,False
cf_0142.opponent,cf_0142,qwen35_9b,bellman,opponent,exploration,3,True,False,False,False,False,False
cf_0143.self,cf_0143,qwen35_9b,bellman,self,resource_game,3,True,False,False,False,False,False
cf_0143.opponent,cf_0143,qwen35_9b,bellman,opponent,resource_game,3,True,False,False,False,False,False
cf_0144.self,cf_0144,qwen35_9b,bellman,self,abstract_game,1,True,True,False,True,False,False
cf_0144.opponent,cf_0144,qwen35_9b,bellman,opponent,abstract_game,1,True,False,False,False,False,False
cf_0145.self,cf_0145,qwen35_9b,bellman,self,cyber_defense,1,True,True,False,True,False,False
cf_0145.opponent,cf_0145,qwen35_9b,bellman,opponent,cyber_defense,1,True,False,False,False,False,False
cf_0146.self,cf_0146,qwen35_9b,bellman,self,tool_agent,1,True,True,False,True,False,False
cf_0146.opponent,cf_0146,qwen35_9b,bellman,opponent,tool_agent,1,False,True,False,False,True,False
cf_0147.self,cf_0147,qwen35_9b,bellman,self,logistics,1,True,True,False,True,False,False
cf_0147.opponent,cf_0147,qwen35_9b,bellman,opponent,logistics,1,True,False,True,True,False,False
cf_0148.self,cf_0148,qwen35_9b,bellman,self,exploration,1,True,True,False,True,False,False
cf_0148.opponent,cf_0148,qwen35_9b,bellman,opponent,exploration,1,True,False,True,True,False,False
cf_0149.self,cf_0149,qwen35_9b,bellman,self,resource_game,1,True,True,False,True,False,False
cf_0149.opponent,cf_0149,qwen35_9b,bellman,opponent,resource_game,1,False,True,False,False,True,False
cf_0150.self,cf_0150,qwen35_9b,bellman,self,abstract_game,2,False,False,False,False,False,False
cf_0150.opponent,cf_0150,qwen35_9b,bellman,opponent,abstract_game,2,True,False,True,True,False,False
cf_0151.self,cf_0151,qwen35_9b,bellman,self,cyber_defense,2,True,False,False,False,False,False
cf_0151.opponent,cf_0151,qwen35_9b,bellman,opponent,cyber_defense,2,False,True,True,True,True,True
cf_0152.self,cf_0152,qwen35_9b,bellman,self,tool_agent,2,True,True,False,True,False,False
cf_0152.opponent,cf_0152,qwen35_9b,bellman,opponent,tool_agent,2,True,False,True,True,False,False
cf_0153.self,cf_0153,qwen35_9b,bellman,self,logistics,2,True,True,False,True,False,False
cf_0153.opponent,cf_0153,qwen35_9b,bellman,opponent,logistics,2,True,True,True,True,True,True
cf_0154.self,cf_0154,qwen35_9b,bellman,self,exploration,2,True,True,False,True,False,False
cf_0154.opponent,cf_0154,qwen35_9b,bellman,opponent,exploration,2,True,False,True,True,False,False
cf_0155.self,cf_0155,qwen35_9b,bellman,self,resource_game,2,True,True,False,True,False,False
cf_0155.opponent,cf_0155,qwen35_9b,bellman,opponent,resource_game,2,True,False,True,True,False,False
cf_0156.self,cf_0156,qwen35_9b,bellman,self,abstract_game,3,True,True,False,True,False,False
cf_0156.opponent,cf_0156,qwen35_9b,bellman,opponent,abstract_game,3,True,False,False,False,False,False
cf_0157.self,cf_0157,qwen35_9b,bellman,self,cyber_defense,3,True,False,False,False,False,False
cf_0157.opponent,cf_0157,qwen35_9b,bellman,opponent,cyber_defense,3,False,False,True,True,False,False
cf_0158.self,cf_0158,qwen35_9b,bellman,self,tool_agent,3,True,True,False,True,False,False
cf_0158.opponent,cf_0158,qwen35_9b,bellman,opponent,tool_agent,3,True,True,True,True,True,True
cf_0159.self,cf_0159,qwen35_9b,bellman,self,logistics,3,True,False,False,False,False,False
cf_0159.opponent,cf_0159,qwen35_9b,bellman,opponent,logistics,3,True,False,True,True,False,False
cf_0160.self,cf_0160,qwen35_9b,bellman,self,exploration,3,True,True,False,True,False,False
cf_0160.opponent,cf_0160,qwen35_9b,bellman,opponent,exploration,3,True,False,True,True,False,False
cf_0161.self,cf_0161,qwen35_9b,bellman,self,resource_game,3,True,True,False,True,False,False
cf_0161.opponent,cf_0161,qwen35_9b,bellman,opponent,resource_game,3,True,False,False,False,False,False
cf_0162.self,cf_0162,qwen35_9b,bellman,self,abstract_game,1,True,True,False,True,False,False
cf_0162.opponent,cf_0162,qwen35_9b,bellman,opponent,abstract_game,1,True,False,False,False,False,False
cf_0163.self,cf_0163,qwen35_9b,bellman,self,cyber_defense,1,True,True,False,True,False,False
cf_0163.opponent,cf_0163,qwen35_9b,bellman,opponent,cyber_defense,1,False,True,True,True,True,True
cf_0164.self,cf_0164,qwen35_9b,bellman,self,tool_agent,1,True,True,False,True,False,False
cf_0164.opponent,cf_0164,qwen35_9b,bellman,opponent,tool_agent,1,True,False,True,True,False,False
cf_0165.self,cf_0165,qwen35_9b,bellman,self,logistics,1,True,True,True,True,True,True
cf_0165.opponent,cf_0165,qwen35_9b,bellman,opponent,logistics,1,True,False,True,True,False,False
cf_0166.self,cf_0166,qwen35_9b,bellman,self,exploration,1,True,True,False,True,False,False
cf_0166.opponent,cf_0166,qwen35_9b,bellman,opponent,exploration,1,True,False,False,False,False,False
cf_0167.self,cf_0167,qwen35_9b,bellman,self,resource_game,1,True,True,False,True,False,False
cf_0167.opponent,cf_0167,qwen35_9b,bellman,opponent,resource_game,1,True,False,True,True,False,False
cf_0168.self,cf_0168,qwen35_9b,bellman,self,abstract_game,2,True,True,False,True,False,False
cf_0168.opponent,cf_0168,qwen35_9b,bellman,opponent,abstract_game,2,False,False,False,False,False,False
cf_0169.self,cf_0169,qwen35_9b,bellman,self,cyber_defense,2,True,False,False,False,False,False
cf_0169.opponent,cf_0169,qwen35_9b,bellman,opponent,cyber_defense,2,False,True,False,False,True,False
cf_0170.self,cf_0170,qwen35_9b,bellman,self,tool_agent,2,True,True,False,True,False,False
cf_0170.opponent,cf_0170,qwen35_9b,bellman,opponent,tool_agent,2,False,True,True,True,True,True
cf_0171.self,cf_0171,qwen35_9b,bellman,self,logistics,2,True,False,False,False,False,False
cf_0171.opponent,cf_0171,qwen35_9b,bellman,opponent,logistics,2,True,True,True,True,True,True
cf_0172.self,cf_0172,qwen35_9b,bellman,self,exploration,2,True,True,False,True,False,False
cf_0172.opponent,cf_0172,qwen35_9b,bellman,opponent,exploration,2,True,False,True,True,False,False
cf_0173.self,cf_0173,qwen35_9b,bellman,self,resource_game,2,True,True,False,True,False,False
cf_0173.opponent,cf_0173,qwen35_9b,bellman,opponent,resource_game,2,True,False,False,False,False,False
cf_0174.self,cf_0174,qwen35_9b,bellman,self,abstract_game,3,True,False,False,False,False,False
cf_0174.opponent,cf_0174,qwen35_9b,bellman,opponent,abstract_game,3,False,False,False,False,False,False
cf_0175.self,cf_0175,qwen35_9b,bellman,self,cyber_defense,3,True,True,False,True,False,False
cf_0175.opponent,cf_0175,qwen35_9b,bellman,opponent,cyber_defense,3,True,False,False,False,False,False
cf_0176.self,cf_0176,qwen35_9b,bellman,self,tool_agent,3,True,True,False,True,False,False
cf_0176.opponent,cf_0176,qwen35_9b,bellman,opponent,tool_agent,3,True,False,True,True,False,False
cf_0177.self,cf_0177,qwen35_9b,bellman,self,logistics,3,True,True,False,True,False,False
cf_0177.opponent,cf_0177,qwen35_9b,bellman,opponent,logistics,3,True,False,False,False,False,False
cf_0178.self,cf_0178,qwen35_9b,bellman,self,exploration,3,True,False,False,False,False,False
cf_0178.opponent,cf_0178,qwen35_9b,bellman,opponent,exploration,3,False,True,True,True,True,True
cf_0179.self,cf_0179,qwen35_9b,bellman,self,resource_game,3,True,False,False,False,False,False
cf_0179.opponent,cf_0179,qwen35_9b,bellman,opponent,resource_game,3,True,False,True,True,False,False
cf_0000.self,cf_0000,qwen35_9b,cot,self,abstract_game,1,True,True,False,True,False,False
cf_0000.opponent,cf_0000,qwen35_9b,cot,opponent,abstract_game,1,True,False,False,False,False,False
cf_0001.self,cf_0001,qwen35_9b,cot,self,cyber_defense,1,True,False,False,False,False,False
cf_0001.opponent,cf_0001,qwen35_9b,cot,opponent,cyber_defense,1,True,False,False,False,False,False
cf_0002.self,cf_0002,qwen35_9b,cot,self,tool_agent,1,True,False,False,False,False,False
cf_0002.opponent,cf_0002,qwen35_9b,cot,opponent,tool_agent,1,True,False,False,False,False,False
cf_0003.self,cf_0003,qwen35_9b,cot,self,logistics,1,True,True,False,True,False,False
cf_0003.opponent,cf_0003,qwen35_9b,cot,opponent,logistics,1,True,False,False,False,False,False
cf_0004.self,cf_0004,qwen35_9b,cot,self,exploration,1,True,False,False,False,False,False
cf_0004.opponent,cf_0004,qwen35_9b,cot,opponent,exploration,1,True,False,False,False,False,False
cf_0005.self,cf_0005,qwen35_9b,cot,self,resource_game,1,True,False,False,False,False,False
cf_0005.opponent,cf_0005,qwen35_9b,cot,opponent,resource_game,1,True,False,False,False,False,False
cf_0006.self,cf_0006,qwen35_9b,cot,self,abstract_game,2,True,True,False,True,False,False
cf_0006.opponent,cf_0006,qwen35_9b,cot,opponent,abstract_game,2,True,False,False,False,False,False
cf_0007.self,cf_0007,qwen35_9b,cot,self,cyber_defense,2,True,False,False,False,False,False
cf_0007.opponent,cf_0007,qwen35_9b,cot,opponent,cyber_defense,2,True,False,False,False,False,False
cf_0008.self,cf_0008,qwen35_9b,cot,self,tool_agent,2,True,False,False,False,False,False
cf_0008.opponent,cf_0008,qwen35_9b,cot,opponent,tool_agent,2,True,False,False,False,False,False
cf_0009.self,cf_0009,qwen35_9b,cot,self,logistics,2,True,False,False,False,False,False
cf_0009.opponent,cf_0009,qwen35_9b,cot,opponent,logistics,2,True,False,False,False,False,False
cf_0010.self,cf_0010,qwen35_9b,cot,self,exploration,2,True,False,False,False,False,False
cf_0010.opponent,cf_0010,qwen35_9b,cot,opponent,exploration,2,True,False,False,False,False,False
cf_0011.self,cf_0011,qwen35_9b,cot,self,resource_game,2,True,False,False,False,False,False
cf_0011.opponent,cf_0011,qwen35_9b,cot,opponent,resource_game,2,True,False,False,False,False,False
cf_0012.self,cf_0012,qwen35_9b,cot,self,abstract_game,3,True,False,False,False,False,False
cf_0012.opponent,cf_0012,qwen35_9b,cot,opponent,abstract_game,3,True,False,False,False,False,False
cf_0013.self,cf_0013,qwen35_9b,cot,self,cyber_defense,3,True,False,False,False,False,False
cf_0013.opponent,cf_0013,qwen35_9b,cot,opponent,cyber_defense,3,True,False,False,False,False,False
cf_0014.self,cf_0014,qwen35_9b,cot,self,tool_agent,3,True,False,False,False,False,False
cf_0014.opponent,cf_0014,qwen35_9b,cot,opponent,tool_agent,3,True,False,True,True,False,False
cf_0015.self,cf_0015,qwen35_9b,cot,self,logistics,3,True,False,False,False,False,False
cf_0015.opponent,cf_0015,qwen35_9b,cot,opponent,logistics,3,True,False,True,True,False,False
cf_0016.self,cf_0016,qwen35_9b,cot,self,exploration,3,True,False,False,False,False,False
cf_0016.opponent,cf_0016,qwen35_9b,cot,opponent,exploration,3,True,False,False,False,False,False
cf_0017.self,cf_0017,qwen35_9b,cot,self,resource_game,3,True,False,False,False,False,False
cf_0017.opponent,cf_0017,qwen35_9b,cot,opponent,resource_game,3,True,False,False,False,False,False
cf_0018.self,cf_0018,qwen35_9b,cot,self,abstract_game,1,True,True,False,True,False,False
cf_0018.opponent,cf_0018,qwen35_9b,cot,opponent,abstract_game,1,True,False,False,False,False,False
cf_0019.self,cf_0019,qwen35_9b,cot,self,cyber_defense,1,True,False,False,False,False,False
cf_0019.opponent,cf_0019,qwen35_9b,cot,opponent,cyber_defense,1,True,False,False,False,False,False
cf_0020.self,cf_0020,qwen35_9b,cot,self,tool_agent,1,True,False,False,False,False,False
cf_0020.opponent,cf_0020,qwen35_9b,cot,opponent,tool_agent,1,True,False,False,False,False,False
cf_0021.self,cf_0021,qwen35_9b,cot,self,logistics,1,True,True,False,True,False,False
cf_0021.opponent,cf_0021,qwen35_9b,cot,opponent,logistics,1,True,False,False,False,False,False
cf_0022.self,cf_0022,qwen35_9b,cot,self,exploration,1,True,False,False,False,False,False
cf_0022.opponent,cf_0022,qwen35_9b,cot,opponent,exploration,1,True,False,False,False,False,False
cf_0023.self,cf_0023,qwen35_9b,cot,self,resource_game,1,True,False,False,False,False,False
cf_0023.opponent,cf_0023,qwen35_9b,cot,opponent,resource_game,1,True,False,False,False,False,False
cf_0024.self,cf_0024,qwen35_9b,cot,self,abstract_game,2,True,True,False,True,False,False
cf_0024.opponent,cf_0024,qwen35_9b,cot,opponent,abstract_game,2,True,False,False,False,False,False
cf_0025.self,cf_0025,qwen35_9b,cot,self,cyber_defense,2,True,False,False,False,False,False
cf_0025.opponent,cf_0025,qwen35_9b,cot,opponent,cyber_defense,2,True,False,False,False,False,False
cf_0026.self,cf_0026,qwen35_9b,cot,self,tool_agent,2,True,False,False,False,False,False
cf_0026.opponent,cf_0026,qwen35_9b,cot,opponent,tool_agent,2,True,False,False,False,False,False
cf_0027.self,cf_0027,qwen35_9b,cot,self,logistics,2,True,False,False,False,False,False
cf_0027.opponent,cf_0027,qwen35_9b,cot,opponent,logistics,2,True,False,False,False,False,False
cf_0028.self,cf_0028,qwen35_9b,cot,self,exploration,2,True,False,False,False,False,False
cf_0028.opponent,cf_0028,qwen35_9b,cot,opponent,exploration,2,True,False,False,False,False,False
cf_0029.self,cf_0029,qwen35_9b,cot,self,resource_game,2,True,False,False,False,False,False
cf_0029.opponent,cf_0029,qwen35_9b,cot,opponent,resource_game,2,True,False,False,False,False,False
cf_0030.self,cf_0030,qwen35_9b,cot,self,abstract_game,3,True,False,False,False,False,False
cf_0030.opponent,cf_0030,qwen35_9b,cot,opponent,abstract_game,3,True,False,False,False,False,False
cf_0031.self,cf_0031,qwen35_9b,cot,self,cyber_defense,3,True,False,False,False,False,False
cf_0031.opponent,cf_0031,qwen35_9b,cot,opponent,cyber_defense,3,True,False,False,False,False,False
cf_0032.self,cf_0032,qwen35_9b,cot,self,tool_agent,3,True,False,False,False,False,False
cf_0032.opponent,cf_0032,qwen35_9b,cot,opponent,tool_agent,3,True,False,False,False,False,False
cf_0033.self,cf_0033,qwen35_9b,cot,self,logistics,3,True,False,False,False,False,False
cf_0033.opponent,cf_0033,qwen35_9b,cot,opponent,logistics,3,True,False,True,True,False,False
cf_0034.self,cf_0034,qwen35_9b,cot,self,exploration,3,True,False,False,False,False,False
cf_0034.opponent,cf_0034,qwen35_9b,cot,opponent,exploration,3,True,False,False,False,False,False
cf_0035.self,cf_0035,qwen35_9b,cot,self,resource_game,3,True,False,False,False,False,False
cf_0035.opponent,cf_0035,qwen35_9b,cot,opponent,resource_game,3,True,False,False,False,False,False
cf_0036.self,cf_0036,qwen35_9b,cot,self,abstract_game,1,True,True,False,True,False,False
cf_0036.opponent,cf_0036,qwen35_9b,cot,opponent,abstract_game,1,True,False,False,False,False,False
cf_0037.self,cf_0037,qwen35_9b,cot,self,cyber_defense,1,True,False,False,False,False,False
cf_0037.opponent,cf_0037,qwen35_9b,cot,opponent,cyber_defense,1,True,False,False,False,False,False
cf_0038.self,cf_0038,qwen35_9b,cot,self,tool_agent,1,True,True,False,True,False,False
cf_0038.opponent,cf_0038,qwen35_9b,cot,opponent,tool_agent,1,True,False,False,False,False,False
cf_0039.self,cf_0039,qwen35_9b,cot,self,logistics,1,True,True,False,True,False,False
cf_0039.opponent,cf_0039,qwen35_9b,cot,opponent,logistics,1,True,False,False,False,False,False
cf_0040.self,cf_0040,qwen35_9b,cot,self,exploration,1,True,True,False,True,False,False
cf_0040.opponent,cf_0040,qwen35_9b,cot,opponent,exploration,1,True,False,False,False,False,False
cf_0041.self,cf_0041,qwen35_9b,cot,self,resource_game,1,True,False,False,False,False,False
cf_0041.opponent,cf_0041,qwen35_9b,cot,opponent,resource_game,1,True,False,False,False,False,False
cf_0042.self,cf_0042,qwen35_9b,cot,self,abstract_game,2,True,True,False,True,False,False
cf_0042.opponent,cf_0042,qwen35_9b,cot,opponent,abstract_game,2,True,False,False,False,False,False
cf_0043.self,cf_0043,qwen35_9b,cot,self,cyber_defense,2,True,False,False,False,False,False
cf_0043.opponent,cf_0043,qwen35_9b,cot,opponent,cyber_defense,2,True,False,False,False,False,False
cf_0044.self,cf_0044,qwen35_9b,cot,self,tool_agent,2,True,False,False,False,False,False
cf_0044.opponent,cf_0044,qwen35_9b,cot,opponent,tool_agent,2,True,False,False,False,False,False
cf_0045.self,cf_0045,qwen35_9b,cot,self,logistics,2,True,False,False,False,False,False
cf_0045.opponent,cf_0045,qwen35_9b,cot,opponent,logistics,2,True,False,False,False,False,False
cf_0046.self,cf_0046,qwen35_9b,cot,self,exploration,2,True,False,False,False,False,False
cf_0046.opponent,cf_0046,qwen35_9b,cot,opponent,exploration,2,True,False,False,False,False,False
cf_0047.self,cf_0047,qwen35_9b,cot,self,resource_game,2,True,True,False,True,False,False
cf_0047.opponent,cf_0047,qwen35_9b,cot,opponent,resource_game,2,True,False,False,False,False,False
cf_0048.self,cf_0048,qwen35_9b,cot,self,abstract_game,3,True,True,False,True,False,False
cf_0048.opponent,cf_0048,qwen35_9b,cot,opponent,abstract_game,3,True,False,False,False,False,False
cf_0049.self,cf_0049,qwen35_9b,cot,self,cyber_defense,3,True,False,False,False,False,False
cf_0049.opponent,cf_0049,qwen35_9b,cot,opponent,cyber_defense,3,True,False,False,False,False,False
cf_0050.self,cf_0050,qwen35_9b,cot,self,tool_agent,3,True,False,False,False,False,False
cf_0050.opponent,cf_0050,qwen35_9b,cot,opponent,tool_agent,3,True,False,False,False,False,False
cf_0051.self,cf_0051,qwen35_9b,cot,self,logistics,3,True,False,False,False,False,False
cf_0051.opponent,cf_0051,qwen35_9b,cot,opponent,logistics,3,True,False,False,False,False,False
cf_0052.self,cf_0052,qwen35_9b,cot,self,exploration,3,True,False,False,False,False,False
cf_0052.opponent,cf_0052,qwen35_9b,cot,opponent,exploration,3,True,False,False,False,False,False
cf_0053.self,cf_0053,qwen35_9b,cot,self,resource_game,3,True,False,False,False,False,False
cf_0053.opponent,cf_0053,qwen35_9b,cot,opponent,resource_game,3,True,False,False,False,False,False
cf_0054.self,cf_0054,qwen35_9b,cot,self,abstract_game,1,True,False,False,False,False,False
cf_0054.opponent,cf_0054,qwen35_9b,cot,opponent,abstract_game,1,True,False,False,False,False,False
cf_0055.self,cf_0055,qwen35_9b,cot,self,cyber_defense,1,True,False,False,False,False,False
cf_0055.opponent,cf_0055,qwen35_9b,cot,opponent,cyber_defense,1,True,False,False,False,False,False
cf_0056.self,cf_0056,qwen35_9b,cot,self,tool_agent,1,True,True,False,True,False,False
cf_0056.opponent,cf_0056,qwen35_9b,cot,opponent,tool_agent,1,True,False,False,False,False,False
cf_0057.self,cf_0057,qwen35_9b,cot,self,logistics,1,True,True,False,True,False,False
cf_0057.opponent,cf_0057,qwen35_9b,cot,opponent,logistics,1,True,False,False,False,False,False
cf_0058.self,cf_0058,qwen35_9b,cot,self,exploration,1,True,True,False,True,False,False
cf_0058.opponent,cf_0058,qwen35_9b,cot,opponent,exploration,1,True,False,False,False,False,False
cf_0059.self,cf_0059,qwen35_9b,cot,self,resource_game,1,True,False,False,False,False,False
cf_0059.opponent,cf_0059,qwen35_9b,cot,opponent,resource_game,1,True,False,False,False,False,False
cf_0060.self,cf_0060,qwen35_9b,cot,self,abstract_game,2,True,True,False,True,False,False
cf_0060.opponent,cf_0060,qwen35_9b,cot,opponent,abstract_game,2,True,False,False,False,False,False
cf_0061.self,cf_0061,qwen35_9b,cot,self,cyber_defense,2,True,False,False,False,False,False
cf_0061.opponent,cf_0061,qwen35_9b,cot,opponent,cyber_defense,2,True,False,False,False,False,False
cf_0062.self,cf_0062,qwen35_9b,cot,self,tool_agent,2,True,False,False,False,False,False
cf_0062.opponent,cf_0062,qwen35_9b,cot,opponent,tool_agent,2,True,False,False,False,False,False
cf_0063.self,cf_0063,qwen35_9b,cot,self,logistics,2,True,False,False,False,False,False
cf_0063.opponent,cf_0063,qwen35_9b,cot,opponent,logistics,2,True,False,False,False,False,False
cf_0064.self,cf_0064,qwen35_9b,cot,self,exploration,2,True,False,False,False,False,False
cf_0064.opponent,cf_0064,qwen35_9b,cot,opponent,exploration,2,True,False,False,False,False,False
cf_0065.self,cf_0065,qwen35_9b,cot,self,resource_game,2,True,False,False,False,False,False
cf_0065.opponent,cf_0065,qwen35_9b,cot,opponent,resource_game,2,True,False,False,False,False,False
cf_0066.self,cf_0066,qwen35_9b,cot,self,abstract_game,3,True,False,False,False,False,False
cf_0066.opponent,cf_0066,qwen35_9b,cot,opponent,abstract_game,3,True,False,False,False,False,False
cf_0067.self,cf_0067,qwen35_9b,cot,self,cyber_defense,3,True,False,False,False,False,False
cf_0067.opponent,cf_0067,qwen35_9b,cot,opponent,cyber_defense,3,True,False,False,False,False,False
cf_0068.self,cf_0068,qwen35_9b,cot,self,tool_agent,3,True,False,False,False,False,False
cf_0068.opponent,cf_0068,qwen35_9b,cot,opponent,tool_agent,3,True,False,True,True,False,False
cf_0069.self,cf_0069,qwen35_9b,cot,self,logistics,3,True,False,False,False,False,False
cf_0069.opponent,cf_0069,qwen35_9b,cot,opponent,logistics,3,True,False,False,False,False,False
cf_0070.self,cf_0070,qwen35_9b,cot,self,exploration,3,True,False,False,False,False,False
